nid,title,type,view_node,resolved_url,redirects,meta_tags,Generator,HandheldFriendly,MobileOptimized,description,generator,keywords,og:description,og:image,og:image:secure_url,og:image:url,og:site_name,og:title,og:type,og:updated_time,og:url,robots,twitter:card,twitter:creator,twitter:description,twitter:image,twitter:image:alt,twitter:title,viewport
151692,Semillas de linaza y chía,Kidney Topics,https://www.kidney.org/es/kidney-topics/semillas-de-linaza-y-chia,https://www.kidney.org/es/kidney-topics/semillas-de-linaza-y-chia,,,Drupal 10 (https://www.drupal.org),true,width,,Drupal 10 (https://www.drupal.org),,,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,National Kidney Foundation,Semillas de linaza y chía,article,2025-04-22T03:22:40-04:00,https://www.kidney.org/es/kidney-topics/semillas-de-linaza-y-chia,,,@NKF,,https://www.kidney.org/sites/default/files/nkf_metatag_logo_v1-01.jpg,National Kidney Foundation (NKF),Semillas de linaza y chía,"width=device-width, initial-scale=1.0"
151773,Cítricos,Kidney Topics,https://www.kidney.org/es/kidney-topics/citricos,https://www.kidney.org/es/kidney-topics/citricos,,,Drupal 10 (https://www.drupal.org),true,width,,Drupal 10 (https://www.drupal.org),,,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,National Kidney Foundation,Cítricos,article,2025-04-19T10:51:58-04:00,https://www.kidney.org/es/kidney-topics/citricos,,,@NKF,,https://www.kidney.org/sites/default/files/nkf_metatag_logo_v1-01.jpg,National Kidney Foundation (NKF),Cítricos,"width=device-width, initial-scale=1.0"
151702,Huevos,Kidney Topics,https://www.kidney.org/es/kidney-topics/huevos,https://www.kidney.org/es/kidney-topics/huevos,,,Drupal 10 (https://www.drupal.org),true,width,,Drupal 10 (https://www.drupal.org),,,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,National Kidney Foundation,Huevos,article,2025-04-18T00:28:30-04:00,https://www.kidney.org/es/kidney-topics/huevos,,,@NKF,,https://www.kidney.org/sites/default/files/nkf_metatag_logo_v1-01.jpg,National Kidney Foundation (NKF),Huevos,"width=device-width, initial-scale=1.0"
151698,Cerezas,Kidney Topics,https://www.kidney.org/es/kidney-topics/cerezas,https://www.kidney.org/es/kidney-topics/cerezas,,,Drupal 10 (https://www.drupal.org),true,width,,Drupal 10 (https://www.drupal.org),,,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,National Kidney Foundation,Cerezas,article,2025-02-11T00:20:32-05:00,https://www.kidney.org/es/kidney-topics/cerezas,,,@NKF,,https://www.kidney.org/sites/default/files/nkf_metatag_logo_v1-01.jpg,National Kidney Foundation (NKF),Cerezas,"width=device-width, initial-scale=1.0"
103213,Granos integrales,Kidney Topics,https://www.kidney.org/es/kidney-topics/granos-integrales,https://www.kidney.org/es/kidney-topics/granos-integrales,,,Drupal 10 (https://www.drupal.org),true,width,,Drupal 10 (https://www.drupal.org),,,https://www.kidney.org/sites/default/files/untitled_design_34.png,https://www.kidney.org/sites/default/files/untitled_design_34.png,https://www.kidney.org/sites/default/files/untitled_design_34.png,National Kidney Foundation,Granos integrales,article,2025-04-17T10:23:38-04:00,https://www.kidney.org/es/kidney-topics/granos-integrales,,photo,@NKF,,https://www.kidney.org/sites/default/files/untitled_design_34.png,National Kidney Foundation (NKF),Granos integrales,"width=device-width, initial-scale=1.0"
151159,Hidronefrosis,Kidney Topics,https://www.kidney.org/es/kidney-topics/hidronefrosis,https://www.kidney.org/es/kidney-topics/hidronefrosis,,,Drupal 10 (https://www.drupal.org),true,width,,Drupal 10 (https://www.drupal.org),,,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,National Kidney Foundation,Hidronefrosis,article,2025-04-18T13:34:16-04:00,https://www.kidney.org/es/kidney-topics/hidronefrosis,,,@NKF,,https://www.kidney.org/sites/default/files/nkf_metatag_logo_v1-01.jpg,National Kidney Foundation (NKF),Hidronefrosis,"width=device-width, initial-scale=1.0"
151820,Insuficiencia renal,Kidney Topics,https://www.kidney.org/es/kidney-topics/insuficiencia-renal,https://www.kidney.org/es/kidney-topics/insuficiencia-renal,,,Drupal 10 (https://www.drupal.org),true,width,,Drupal 10 (https://www.drupal.org),,,https://www.kidney.org/sites/default/files/kidneyfailure.jpg,https://www.kidney.org/sites/default/files/kidneyfailure.jpg,https://www.kidney.org/sites/default/files/kidneyfailure.jpg,National Kidney Foundation,Insuficiencia renal,article,2025-04-10T22:35:13-04:00,https://www.kidney.org/es/kidney-topics/insuficiencia-renal,,photo,@NKF,,https://www.kidney.org/sites/default/files/kidneyfailure.jpg,National Kidney Foundation (NKF),Insuficiencia renal,"width=device-width, initial-scale=1.0"
27550,Comprender sus valores de laboratorio y otros números de salud relacionados con la ERC,Kidney Topics,https://www.kidney.org/es/kidney-topics/comprender-sus-valores-de-laboratorio-y-otros-numeros-de-salud-relacionados-con-la,https://www.kidney.org/es/kidney-topics/comprender-sus-valores-de-laboratorio-y-otros-numeros-de-salud-relacionados-con-la,,,Drupal 10 (https://www.drupal.org),true,width,,Drupal 10 (https://www.drupal.org),,,https://www.kidney.org/sites/default/files/lab_values.jpg,https://www.kidney.org/sites/default/files/lab_values.jpg,https://www.kidney.org/sites/default/files/lab_values.jpg,National Kidney Foundation,Comprender sus valores de laboratorio y otros números de salud relacionados con la ERC,article,2025-04-21T17:50:46-04:00,https://www.kidney.org/es/kidney-topics/comprender-sus-valores-de-laboratorio-y-otros-numeros-de-salud-relacionados-con-la,,photo,@NKF,,https://www.kidney.org/sites/default/files/lab_values.jpg,National Kidney Foundation (NKF),Comprender sus valores de laboratorio y otros números de salud relacionados con la ERC,"width=device-width, initial-scale=1.0"
151774,Hiponatremia (nivel bajo de sodio en sangre),Kidney Topics,https://www.kidney.org/es/kidney-topics/hiponatremia-nivel-bajo-de-sodio-en-sangre,https://www.kidney.org/es/kidney-topics/hiponatremia-nivel-bajo-de-sodio-en-sangre,,,Drupal 10 (https://www.drupal.org),true,width,,Drupal 10 (https://www.drupal.org),,,https://www.kidney.org/sites/default/files/blood_metatags_1200x630.jpg,https://www.kidney.org/sites/default/files/blood_metatags_1200x630.jpg,https://www.kidney.org/sites/default/files/blood_metatags_1200x630.jpg,National Kidney Foundation,Hiponatremia (nivel bajo de sodio en sangre),article,2025-04-21T21:53:05-04:00,https://www.kidney.org/es/kidney-topics/hiponatremia-nivel-bajo-de-sodio-en-sangre,,photo,@NKF,,https://www.kidney.org/sites/default/files/blood_metatags_1200x630.jpg,National Kidney Foundation (NKF),Hiponatremia (nivel bajo de sodio en sangre),"width=device-width, initial-scale=1.0"
27648,Enfermedad renal crónica (ERC),Kidney Topics,https://www.kidney.org/es/kidney-topics/enfermedad-renal-cronica-erc,https://www.kidney.org/es/kidney-topics/enfermedad-renal-cronica-erc,,,Drupal 10 (https://www.drupal.org),true,width,,Drupal 10 (https://www.drupal.org),,,https://www.kidney.org/sites/default/files/%23Kidneywalk%20tw.jpg,https://www.kidney.org/sites/default/files/%23Kidneywalk%20tw.jpg,https://www.kidney.org/sites/default/files/%23Kidneywalk%20tw.jpg,National Kidney Foundation,Enfermedad renal crónica (ERC),article,2025-04-22T20:14:26-04:00,https://www.kidney.org/es/kidney-topics/enfermedad-renal-cronica-erc,,,@NKF,,https://www.kidney.org/sites/default/files/%23Kidneywalk%20tw.jpg,National Kidney Foundation (NKF),Enfermedad renal crónica (ERC),"width=device-width, initial-scale=1.0"
151763,Superalimentos,Kidney Topics,https://www.kidney.org/es/kidney-topics/superalimentos,https://www.kidney.org/es/kidney-topics/superalimentos,,,Drupal 10 (https://www.drupal.org),true,width,,Drupal 10 (https://www.drupal.org),,,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,National Kidney Foundation,Superalimentos,article,2025-04-18T11:41:50-04:00,https://www.kidney.org/es/kidney-topics/superalimentos,,,@NKF,,https://www.kidney.org/sites/default/files/nkf_metatag_logo_v1-01.jpg,National Kidney Foundation (NKF),Superalimentos,"width=device-width, initial-scale=1.0"
150955,Enfermedad renal crónica (ERC) en etapa 5,Kidney Topics,https://www.kidney.org/es/kidney-topics/enfermedad-renal-cronica-erc-en-etapa-5,https://www.kidney.org/es/kidney-topics/enfermedad-renal-cronica-erc-en-etapa-5,,,Drupal 10 (https://www.drupal.org),true,width,,Drupal 10 (https://www.drupal.org),,,https://www.kidney.org/sites/default/files/5.jpg,https://www.kidney.org/sites/default/files/5.jpg,https://www.kidney.org/sites/default/files/5.jpg,National Kidney Foundation,Enfermedad renal crónica (ERC) en etapa 5,article,2025-04-20T01:00:38-04:00,https://www.kidney.org/es/kidney-topics/enfermedad-renal-cronica-erc-en-etapa-5,,,@NKF,,https://www.kidney.org/sites/default/files/5.jpg,National Kidney Foundation (NKF),Enfermedad renal crónica (ERC) en etapa 5,"width=device-width, initial-scale=1.0"
150954,Enfermedad renal crónica (ERC) en etapa 4,Kidney Topics,https://www.kidney.org/es/kidney-topics/enfermedad-renal-cronica-erc-en-etapa-4,https://www.kidney.org/es/kidney-topics/enfermedad-renal-cronica-erc-en-etapa-4,,,Drupal 10 (https://www.drupal.org),true,width,,Drupal 10 (https://www.drupal.org),,,https://www.kidney.org/sites/default/files/4.jpg,https://www.kidney.org/sites/default/files/4.jpg,https://www.kidney.org/sites/default/files/4.jpg,National Kidney Foundation,Enfermedad renal crónica (ERC) en etapa 4,article,2025-03-31T07:42:36-04:00,https://www.kidney.org/es/kidney-topics/enfermedad-renal-cronica-erc-en-etapa-4,,,@NKF,,https://www.kidney.org/sites/default/files/4.jpg,National Kidney Foundation (NKF),Enfermedad renal crónica (ERC) en etapa 4,"width=device-width, initial-scale=1.0"
150951,Enfermedad renal crónica (ERC) en etapa 3b,Kidney Topics,https://www.kidney.org/es/kidney-topics/enfermedad-renal-cronica-erc-en-etapa-3b,https://www.kidney.org/es/kidney-topics/enfermedad-renal-cronica-erc-en-etapa-3b,,,Drupal 10 (https://www.drupal.org),true,width,,Drupal 10 (https://www.drupal.org),,,https://www.kidney.org/sites/default/files/3b.jpg,https://www.kidney.org/sites/default/files/3b.jpg,https://www.kidney.org/sites/default/files/3b.jpg,National Kidney Foundation,Enfermedad renal crónica (ERC) en etapa 3b,article,2025-04-21T15:22:23-04:00,https://www.kidney.org/es/kidney-topics/enfermedad-renal-cronica-erc-en-etapa-3b,,,@NKF,,https://www.kidney.org/sites/default/files/3b.jpg,National Kidney Foundation (NKF),Enfermedad renal crónica (ERC) en etapa 3b,"width=device-width, initial-scale=1.0"
150950,Enfermedad renal crónica (ERC) en etapa 3a,Kidney Topics,https://www.kidney.org/es/kidney-topics/enfermedad-renal-cronica-erc-en-etapa-3a,https://www.kidney.org/es/kidney-topics/enfermedad-renal-cronica-erc-en-etapa-3a,,,Drupal 10 (https://www.drupal.org),true,width,,Drupal 10 (https://www.drupal.org),,,https://www.kidney.org/sites/default/files/3a.jpg,https://www.kidney.org/sites/default/files/3a.jpg,https://www.kidney.org/sites/default/files/3a.jpg,National Kidney Foundation,Enfermedad renal crónica (ERC) en etapa 3a,article,2025-04-21T22:13:06-04:00,https://www.kidney.org/es/kidney-topics/enfermedad-renal-cronica-erc-en-etapa-3a,,,@NKF,,https://www.kidney.org/sites/default/files/3a.jpg,National Kidney Foundation (NKF),Enfermedad renal crónica (ERC) en etapa 3a,"width=device-width, initial-scale=1.0"
150948,Enfermedad renal crónica (ERC) en etapa 2,Kidney Topics,https://www.kidney.org/es/kidney-topics/enfermedad-renal-cronica-erc-en-etapa-2,https://www.kidney.org/es/kidney-topics/enfermedad-renal-cronica-erc-en-etapa-2,,,Drupal 10 (https://www.drupal.org),true,width,,Drupal 10 (https://www.drupal.org),,,https://www.kidney.org/sites/default/files/2_1.jpg,https://www.kidney.org/sites/default/files/2_1.jpg,https://www.kidney.org/sites/default/files/2_1.jpg,National Kidney Foundation,Enfermedad renal crónica (ERC) en etapa 2,article,2025-03-19T15:33:52-04:00,https://www.kidney.org/es/kidney-topics/enfermedad-renal-cronica-erc-en-etapa-2,,,@NKF,,https://www.kidney.org/sites/default/files/2_1.jpg,National Kidney Foundation (NKF),Enfermedad renal crónica (ERC) en etapa 2,"width=device-width, initial-scale=1.0"
150947,Enfermedad renal crónica (ERC) en etapa 1,Kidney Topics,https://www.kidney.org/es/kidney-topics/enfermedad-renal-cronica-erc-en-etapa-1,https://www.kidney.org/es/kidney-topics/enfermedad-renal-cronica-erc-en-etapa-1,,,Drupal 10 (https://www.drupal.org),true,width,,Drupal 10 (https://www.drupal.org),,,https://www.kidney.org/sites/default/files/1.jpg,https://www.kidney.org/sites/default/files/1.jpg,https://www.kidney.org/sites/default/files/1.jpg,National Kidney Foundation,Enfermedad renal crónica (ERC) en etapa 1,article,2025-03-28T11:39:04-04:00,https://www.kidney.org/es/kidney-topics/enfermedad-renal-cronica-erc-en-etapa-1,,,@NKF,,https://www.kidney.org/sites/default/files/1.jpg,National Kidney Foundation (NKF),Enfermedad renal crónica (ERC) en etapa 1,"width=device-width, initial-scale=1.0"
25426,Diálisis,Kidney Topics,https://www.kidney.org/es/kidney-topics/dialisis,https://www.kidney.org/es/kidney-topics/dialisis,,,Drupal 10 (https://www.drupal.org),true,width,"Descubre la diálisis, sus tipos, eficacia y cómo se ajusta a tu vida. Aprende sobre su funcionamiento, efectos secundarios y consideraciones importantes.",Drupal 10 (https://www.drupal.org),,"Descubre la diálisis, sus tipos, eficacia y cómo se ajusta a tu vida. Aprende sobre su funcionamiento, efectos secundarios y consideraciones importantes.",https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,National Kidney Foundation,Diálisis,article,2025-04-06T02:01:58-04:00,https://www.kidney.org/es/kidney-topics/dialisis,,,@NKF,"Descubre la diálisis, sus tipos, eficacia y cómo se ajusta a tu vida. Aprende sobre su funcionamiento, efectos secundarios y consideraciones importantes.",https://www.kidney.org/sites/default/files/nkf_metatag_logo_v1-01.jpg,National Kidney Foundation (NKF),Diálisis,"width=device-width, initial-scale=1.0"
27532,Conozca los valores de sus riñones: Dos análisis sencillos,Kidney Topics,https://www.kidney.org/es/kidney-topics/conozca-los-valores-de-sus-rinones-dos-analisis-sencillos,https://www.kidney.org/es/kidney-topics/conozca-los-valores-de-sus-rinones-dos-analisis-sencillos,,,Drupal 10 (https://www.drupal.org),true,width,,Drupal 10 (https://www.drupal.org),,,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,National Kidney Foundation,Conozca los valores de sus riñones: Dos análisis sencillos,article,2025-04-20T13:29:15-04:00,https://www.kidney.org/es/kidney-topics/conozca-los-valores-de-sus-rinones-dos-analisis-sencillos,,,@NKF,,https://www.kidney.org/sites/default/files/nkf_metatag_logo_v1-01.jpg,National Kidney Foundation (NKF),Conozca los valores de sus riñones: Dos análisis sencillos,"width=device-width, initial-scale=1.0"
25420,Cistatina C,Kidney Topics,https://www.kidney.org/es/kidney-topics/cistatina-c,https://www.kidney.org/es/kidney-topics/cistatina-c,,,Drupal 10 (https://www.drupal.org),true,width,,Drupal 10 (https://www.drupal.org),,,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,https://www.kidney.org/sites/default/files/nkf_metatag_logo_fb_v1-01.jpg,National Kidney Foundation,Cistatina C,article,2025-04-22T12:54:43-04:00,https://www.kidney.org/es/kidney-topics/cistatina-c,,,@NKF,,https://www.kidney.org/sites/default/files/nkf_metatag_logo_v1-01.jpg,National Kidney Foundation (NKF),Cistatina C,"width=device-width, initial-scale=1.0"
